-1.5 1 0 0 2.5 1 1
-0.5 1 0 0 2.5 1 1
0.5 1 0 0 2.5 1 1
1.5 1 0 0 2.5 1 1
2.5 1 0 0 2.5 1 1
3.5 1 0 0 2.5 1 1
4.5 1 0 0 2.5 1 1
5.5 1 0 0 2.5 1 1
6.5 1 0 0 2.5 1 1
7.5 1 0 0 2.5 1 1
8.5 1 0 0 2.5 1 1
9.5 1 0 0 2.5 1 1
10.5 1 0 0 2.5 1 1
11.5 1 0 0 2.5 1 1
12.5 1 0 0 2.5 1 1
13.5 1 0 0 2.5 1 1
14.5 1 0 0 2.5 1 1
15.5 1 0 0 2.5 1 1
16.5 1 0 0 2.5 1 1
17.5 1 0 0 2.5 1 1
18.5 1 0 0 2.5 1 1
19.5 1 0 0 2.5 1 1
20.5 1 0 0 2.5 1 1
21.5 1 0 0 2.5 1 1
22.5 1 0 0 2.5 1 1
23.5 1 0 0 2.5 1 1
24.5 1 0 0 2.5 1 1
25.5 1 0 0 2.5 1 1
26.5 1 0 0 2.5 1 1
27.5 1 0 0 2.5 1 1
28.5 1 0 0 2.5 1 1
29.5 1 0 0 2.5 1 1
30.5 1 0 0 2.5 1 1
31.5 1 0 0 2.5 1 1
32.5 1 0 0 2.5 1 1
33.5 1 0 0 2.5 1 1
34.5 1 0 0 2.5 1 1
35.5 1 0 0 2.5 1 1
36.5 1 0 0 2.5 1 1
37.5 1 0 0 2.5 1 1
38.5 1 0 0 2.5 1 1
39.5 1 0 0 2.5 1 1
40.5 1 0 0 2.5 1 1
41.5 1 0 0 2.5 1 1
42.5 1 0 0 2.5 1 1
43.5 1 0 0 2.5 1 1
44.5 1 0 0 2.5 1 1
45.5 1 0 0 2.5 1 1
46.5 1 0 0 2.5 1 1
47.5 1 0 0 2.5 1 1
48.5 1 0 0 2.5 1 1
49.5 1 0 0 2.5 1 1
50.5 1 0 0 2.5 1 1
51.5 1 0 0 2.5 1 1
52.5 1 0 0 2.5 1 1
53.5 1 0 0 2.5 1 1
54.5 1 0 0 2.5 1 1
55.5 1 0 0 2.5 1 1
56.5 1 0 0 2.5 1 1
57.5 1 0 0 2.5 1 1
58.5 1 0 0 2.5 1 1
59.5 1 0 0 2.5 1 1
60.5 1 0 0 2.5 1 1
61.5 1 0 0 2.5 1 1
62.5 1 0 0 2.5 1 1
63.5 1 0 0 2.5 1 1
64.5 1 0 0 2.5 1 1
65.5 1 0 0 2.5 1 1
66.5 1 0 0 2.5 1 1
67.5 1 0 0 2.5 1 1
68.5 1 0 0 2.5 1 1
69.5 1 0 0 2.5 1 1
70.5 1 0 0 2.5 1 1
71.5 1 0 0 2.5 1 1
72.5 1 0 0 2.5 1 1
73.5 1 0 0 2.5 1 1
74.5 1 0 0 2.5 1 1
75.5 1 0 0 2.5 1 1
76.5 1 0 0 2.5 1 1
77.5 1 0 0 2.5 1 1
78.5 1 0 0 2.5 1 1
79.5 1 0 0 2.5 1 1
80.5 1 0 0 2.5 1 1
81.5 1 0 0 2.5 1 1
82.5 1 0 0 2.5 1 1
83.5 1 0 0 2.5 1 1
84.5 1 0 0 2.5 1 1
85.5 1 0 0 2.5 1 1
86.5 1 0 0 2.5 1 1
87.5 1 0 0 2.5 1 1
88.5 1 0 0 2.5 1 1
89.5 1 0 0 2.5 1 1
90.5 1 0 0 2.5 1 1
91.5 1 0 0 2.5 1 1
92.5 1 0 0 2.5 1 1
93.5 1 0 0 2.5 1 1
94.5 1 0 0 2.5 1 1
95.5 1 0 0 2.5 1 1
96.5 1 0 0 2.5 1 1
97.5 1 0 0 2.5 1 1
98.5 1 0 0 2.5 1 1
99.5 1 0 0 2.5 1 1
100.5 1 0 0 2.5 1 1
101.5 1 0 0 2.5 1 1
102.5 1 0 0 2.5 1 1
103.5 1 0 0 2.5 1 1
104.5 1 0 0 2.5 1 1
105.5 1 0 0 2.5 1 1
106.5 1 0 0 2.5 1 1
107.5 1 0 0 2.5 1 1
108.5 1 0 0 2.5 1 1
109.5 1 0 0 2.5 1 1
110.5 1 0 0 2.5 1 1
111.5 1 0 0 2.5 1 1
112.5 1 0 0 2.5 1 1
113.5 1 0 0 2.5 1 1
114.5 1 0 0 2.5 1 1
115.5 1 0 0 2.5 1 1
116.5 1 0 0 2.5 1 1
