-0.00375 5.04 0 0 2.13347 1 0
-0.00125 5.04 0 0 2.13347 1 0
0.00125 5.04 0 0 2.13347 1 0
0.00375 5.04 0 0 2.13347 1 0
0.00625 5.04 0 0 2.13347 1 0
0.00875 5.04 0 0 2.13347 1 0
0.01125 5.04 0 0 2.13347 1 0
0.01375 5.04 0 0 2.13347 1 0
0.01625 5.04 0 0 2.13347 1 0
0.01875 5.04 0 0 2.13347 1 0
0.02125 5.04 0 0 2.13347 1 0
0.02375 5.04 0 0 2.13347 1 0
0.02625 5.04 0 0 2.13347 1 0
0.02875 5.04 0 0 2.13347 1 0
0.03125 5.04 0 0 2.13347 1 0
0.03375 5.04 0 0 2.13347 1 0
0.03625 5.04 0 0 2.13347 1 0
0.03875 5.04 0 0 2.13347 1 0
0.04125 5.04 0 0 2.13347 1 0
0.04375 5.04 0 0 2.13347 1 0
0.04625 5.04 0 0 2.13347 1 0
0.04875 5.04 0 0 2.13347 1 0
0.05125 5.04 0 0 2.13347 1 0
0.05375 5.04 0 0 2.13347 1 0
0.05625 5.04 0 0 2.13347 1 0
0.05875 5.04 0 0 2.13347 1 0
0.06125 5.04 0 0 2.13347 1 0
0.06375 5.04 0 0 2.13347 1 0
0.06625 5.04 0 0 2.13347 1 0
0.06875 5.04 0 0 2.13347 1 0
0.07125 5.04 0 0 2.13347 1 0
0.07375 5.04 0 0 2.13347 1 0
0.07625 5.04 0 0 2.13347 1 0
0.07875 5.04 0 0 2.13347 1 0
0.08125 5.04 0 0 2.13347 1 0
0.08375 5.04 0 0 2.13347 1 0
0.08625 5.04 0 0 2.13347 1 0
0.08875 5.04 0 0 2.13347 1 0
0.09125 5.04 0 0 2.13347 1 0
0.09375 5.04 0 0 2.13347 1 0
0.09625 5.04 0 0 2.13347 1 0
0.09875 5.04 0 0 2.13347 1 0
0.10125 5.04 0 0 2.13347 1 0
0.10375 5.04 0 0 2.13347 1 0
0.10625 5.04 0 0 2.13347 1 0
0.10875 5.04 0 0 2.13347 1 0
0.11125 5.04 0 0 2.13347 1 0
0.11375 5.04 0 0 2.13347 1 0
0.11625 5.04 0 0 2.13347 1 0
