0.15625 -24.8438 0.0245621
0.46875 -24.8438 0.0246615
0.78125 -24.8438 0.0248307
1.09375 -24.8438 0.025047
1.40625 -24.8438 0.0252614
1.71875 -24.8438 0.0254755
2.03125 -24.8438 0.0256728
2.34375 -24.8438 0.0258264
2.65625 -24.8438 0.0259426
2.96875 -24.8438 0.0260409
3.28125 -24.8438 0.0261489
3.59375 -24.8438 0.0262252
3.90625 -24.8438 0.0262214
4.21875 -24.8438 0.0261455
4.53125 -24.8438 0.0260145
4.84375 -24.8438 0.0257922
5.15625 -24.8438 0.0254774
5.46875 -24.8438 0.0250968
5.78125 -24.8438 0.0246576
6.09375 -24.8438 0.0241478
6.40625 -24.8438 0.0235448
6.71875 -24.8438 0.0228806
7.03125 -24.8438 0.0221478
7.34375 -24.8438 0.0213765
7.65625 -24.8438 0.0205974
7.96875 -24.8438 0.0198242
8.28125 -24.8438 0.0190777
8.59375 -24.8438 0.0184066
8.90625 -24.8438 0.017845
9.21875 -24.8438 0.0174107
9.53125 -24.8438 0.0170809
9.84375 -24.8438 0.0168644
10.1562 -24.8438 0.0167418
10.4688 -24.8438 0.01666
10.7812 -24.8438 0.0165608
11.0938 -24.8438 0.0163669
11.4062 -24.8438 0.0160831
11.7188 -24.8438 0.015782
12.0312 -24.8438 0.0154944
12.3438 -24.8438 0.0152672
12.6562 -24.8438 0.015159
12.9688 -24.8438 0.0152039
13.2812 -24.8438 0.0152664
13.5938 -24.8438 0.0151946
13.9062 -24.8438 0.0149985
14.2188 -24.8438 0.0147027
14.5312 -24.8438 0.0143307
14.8438 -24.8438 0.0139201
15.1562 -24.8438 0.0134714
15.4688 -24.8438 0.0130467
15.7812 -24.8438 0.0126174
16.0938 -24.8438 0.0122119
16.4062 -24.8438 0.0119034
16.7188 -24.8438 0.0117122
17.0312 -24.8438 0.0115207
17.3438 -24.8438 0.0111509
17.6562 -24.8438 0.010708
17.9688 -24.8438 0.0100633
18.2812 -24.8438 0.00944124
18.5938 -24.8438 0.00877256
18.9062 -24.8438 0.00801732
19.2188 -24.8438 0.00714905
19.5312 -24.8438 0.00628015
19.8438 -24.8438 0.00568752
20.1562 -24.8438 0.00564819
20.4688 -24.8438 0.00607234
20.7812 -24.8438 0.00711558
21.0938 -24.8438 0.00852004
21.4062 -24.8438 0.00997065
21.7188 -24.8438 0.0110721
22.0312 -24.8438 0.0114098
22.3438 -24.8438 0.0110426
22.6562 -24.8438 0.010625
22.9688 -24.8438 0.0104105
23.2812 -24.8438 0.0103998
23.5938 -24.8438 0.0107027
23.9062 -24.8438 0.0108136
24.2188 -24.8438 0.010196
24.5312 -24.8438 0.00908298
24.8438 -24.8438 0.00605397

0.15625 -24.5312 0.0416921
0.46875 -24.5312 0.0417671
0.78125 -24.5312 0.0418497
1.09375 -24.5312 0.0419122
1.40625 -24.5312 0.0419625
1.71875 -24.5312 0.042023
2.03125 -24.5312 0.0420833
2.34375 -24.5312 0.0421367
2.65625 -24.5312 0.0421702
2.96875 -24.5312 0.0421804
3.28125 -24.5312 0.0421776
3.59375 -24.5312 0.0421377
3.90625 -24.5312 0.0419695
4.21875 -24.5312 0.0416887
4.53125 -24.5312 0.041315
4.84375 -24.5312 0.0408197
5.15625 -24.5312 0.0401971
5.46875 -24.5312 0.0394669
5.78125 -24.5312 0.0386304
6.09375 -24.5312 0.0376754
6.40625 -24.5312 0.0365864
6.71875 -24.5312 0.0354272
7.03125 -24.5312 0.0342184
7.34375 -24.5312 0.0330082
7.65625 -24.5312 0.0318364
7.96875 -24.5312 0.0307377
8.28125 -24.5312 0.0297312
8.59375 -24.5312 0.0288389
8.90625 -24.5312 0.0280673
9.21875 -24.5312 0.0274098
9.53125 -24.5312 0.0268285
9.84375 -24.5312 0.0263234
10.1562 -24.5312 0.025918
10.4688 -24.5312 0.0255389
10.7812 -24.5312 0.0251449
11.0938 -24.5312 0.0247113
11.4062 -24.5312 0.0242615
11.7188 -24.5312 0.02382
12.0312 -24.5312 0.0233973
12.3438 -24.5312 0.0230205
12.6562 -24.5312 0.0227316
12.9688 -24.5312 0.0225681
13.2812 -24.5312 0.0224483
13.5938 -24.5312 0.0222068
13.9062 -24.5312 0.021914
14.2188 -24.5312 0.021554
14.5312 -24.5312 0.0210992
14.8438 -24.5312 0.0205957
15.1562 -24.5312 0.019813
15.4688 -24.5312 0.0191991
15.7812 -24.5312 0.0184778
16.0938 -24.5312 0.0177927
16.4062 -24.5312 0.0171693
16.7188 -24.5312 0.0167124
17.0312 -24.5312 0.0161625
17.3438 -24.5312 0.0156041
17.6562 -24.5312 0.0150423
17.9688 -24.5312 0.0142852
18.2812 -24.5312 0.0134897
18.5938 -24.5312 0.01271
18.9062 -24.5312 0.0117014
19.2188 -24.5312 0.0104347
19.5312 -24.5312 0.00890607
19.8438 -24.5312 0.00727735
20.1562 -24.5312 0.00585119
20.4688 -24.5312 0.00524498
20.7812 -24.5312 0.00547539
21.0938 -24.5312 0.00662715
