0.15625 -24.8438 9.56245 0.4734 253.338 44011.5 1 466482
0.46875 -24.8438 9.56182 1.44129 253.155 43994 1 466038
0.78125 -24.8438 9.56064 2.30885 252.719 43960.1 1 465186
1.09375 -24.8438 9.55881 3.03842 252.085 43909.9 1 463913
1.40625 -24.8438 9.55569 3.59521 251.358 43846.7 1 462232
1.71875 -24.8438 9.55075 3.96795 250.342 43772.7 1 460136
2.03125 -24.8438 9.54244 4.13686 249.156 43690.3 1 457526
2.34375 -24.8438 9.5321 4.05595 247.789 43599.9 1 454543
2.65625 -24.8438 9.52141 3.78582 246.263 43499.9 1 451324
2.96875 -24.8438 9.51055 3.32661 244.498 43387.1 1 447817
3.28125 -24.8438 9.49883 2.68303 242.478 43263.1 1 443989
3.59375 -24.8438 9.48478 1.8531 240.279 43135.5 1 439863
3.90625 -24.8438 9.46901 0.838121 237.975 43004.2 1 435496
4.21875 -24.8438 9.4529 -0.364417 235.51 42867.3 1 430985
4.53125 -24.8438 9.43657 -1.76377 232.902 42728.4 1 426420
4.84375 -24.8438 9.41957 -3.37379 230.222 42591.4 1 421843
5.15625 -24.8438 9.40255 -5.2205 227.405 42455.6 1 417299
5.46875 -24.8438 9.38577 -7.32212 224.518 42322.6 1 412849
5.78125 -24.8438 9.36952 -9.66869 221.536 42194.3 1 408559
6.09375 -24.8438 9.35445 -12.2121 218.49 42073.7 1 404554
6.40625 -24.8438 9.34157 -14.8845 215.384 41965.5 1 401028
6.71875 -24.8438 9.33207 -17.6322 212.183 41874.1 1 398187
7.03125 -24.8438 9.3269 -20.3526 208.937 41802.6 1 396183
7.34375 -24.8438 9.32424 -23.0004 205.599 41752.6 1 394872
7.65625 -24.8438 9.32644 -25.4161 202.213 41720.1 1 394392
7.96875 -24.8438 9.33016 -27.649 198.715 41695 1 394212
8.28125 -24.8438 9.33431 -29.6946 195.169 41674.2 1 394164
8.59375 -24.8438 9.33888 -31.5401 191.574 41657.4 1 394240
8.90625 -24.8438 9.34359 -33.1989 187.962 41642.8 1 394378
9.21875 -24.8438 9.3483 -34.6889 184.337 41629.6 1 394543
9.53125 -24.8438 9.35146 -36.0912 180.71 41614 1 394509
9.84375 -24.8438 9.35238 -37.424 177.102 41588.3 1 394051
10.1562 -24.8438 9.35112 -38.746 173.53 41549.7 1 393112
10.4688 -24.8438 9.34671 -40.1172 169.977 41506.6 1 391782
10.7812 -24.8438 9.33958 -41.5619 166.454 41451.4 1 389940
11.0938 -24.8438 9.32989 -43.1323 162.956 41382.8 1 387574
11.4062 -24.8438 9.31642 -44.8483 159.481 41300.5 1 384570
11.7188 -24.8438 9.29865 -46.7211 156.039 41200.4 1 380789
12.0312 -24.8438 9.27581 -48.7544 152.639 41078.6 1 376091
12.3438 -24.8438 9.24695 -50.9283 149.29 40933 1 370342
12.6562 -24.8438 9.21611 -53.1036 145.993 40782.5 1 364328
12.9688 -24.8438 9.18949 -54.9713 142.747 40653.7 1 359177
13.2812 -24.8438 9.16674 -56.5601 139.55 40542.6 1 354765
13.5938 -24.8438 9.14703 -57.9212 136.402 40444 1 350903
13.9062 -24.8438 9.12957 -59.0956 133.302 40355.3 1 347464
14.2188 -24.8438 9.11399 -60.1086 130.243 40276.1 1 344397
14.5312 -24.8438 9.10004 -60.9847 127.223 40205 1 341654
14.8438 -24.8438 9.08749 -61.748 124.241 40140.7 1 339182
15.1562 -24.8438 9.07621 -62.4133 121.298 40082.3 1 336951
15.4688 -24.8438 9.06611 -62.9889 118.403 40029.7 1 334948
15.7812 -24.8438 9.05711 -63.4822 115.56 39982.6 1 333163
16.0938 -24.8438 9.04919 -63.9035 112.772 39940.4 1 331577
16.4062 -24.8438 9.04225 -64.2682 110.036 39901.9 1 330157
16.7188 -24.8438 9.03601 -64.5933 107.353 39866.6 1 328867
17.0312 -24.8438 9.03022 -64.8929 104.723 39834.2 1 327680
17.3438 -24.8438 9.0248 -65.1788 102.149 39804.2 1 326575
17.6562 -24.8438 9.01943 -65.4641 99.636 39775.9 1 325512
17.9688 -24.8438 9.01419 -65.7555 97.1862 39748.3 1 324473
18.2812 -24.8438 9.00867 -66.0564 94.7984 39720.5 1 323406
18.5938 -24.8438 9.00265 -66.3683 92.4721 39691.6 1 322274
18.9062 -24.8438 8.99602 -66.6935 90.2118 39661.1 1 321054
19.2188 -24.8438 8.98885 -67.0335 88.0269 39629.2 1 319756
19.5312 -24.8438 8.98118 -67.3854 85.9217 39596.2 1 318393
19.8438 -24.8438 8.97341 -67.7354 83.8822 39563.3 1 317026
20.1562 -24.8438 8.96648 -68.0404 81.8745 39534.1 1 315810
20.4688 -24.8438 8.96124 -68.2653 79.8688 39511.7 1 314884
20.7812 -24.8438 8.95811 -68.3927 77.8782 39497.6 1 314315
21.0938 -24.8438 8.9566 -68.4373 75.9783 39490.8 1 314042
21.4062 -24.8438 8.95573 -68.4392 74.2763 39489.6 1 313940
21.7188 -24.8438 8.95466 -68.4067 72.8544 39494.4 1 313941
22.0312 -24.8438 8.95368 -68.3352 71.7181 39506.8 1 314104
22.3438 -24.8438 8.95336 -68.2072 70.7852 39526.7 1 314480
22.6562 -24.8438 8.95462 -68.0217 69.9455 39550.7 1 315082
22.9688 -24.8438 8.95785 -67.7875 69.1492 39575.9 1 315884
23.2812 -24.8438 8.96294 -67.5127 68.4455 39601 1 316852
23.5938 -24.8438 8.96937 -67.2002 67.9261 39627.6 1 317973
23.9062 -24.8438 8.97676 -66.8475 67.6296 39657.9 1 319254
24.2188 -24.8438 8.98521 -66.449 67.5102 39692.4 1 320718
24.5312 -24.8438 8.9948 -65.999 67.4845 39731.7 1 322386
24.8438 -24.8438 9.01091 -65.2518 67.4875 39797.2 1 325176

0.15625 -24.5312 9.54552 0.4798 254.152 43924.9 1 462915
0.46875 -24.5312 9.54464 1.46362 253.981 43906.2 1 462421
0.78125 -24.5312 9.54295 2.34581 253.567 43870.3 1 461475
1.09375 -24.5312 9.54042 3.08958 252.966 43816.5 1 460059
1.40625 -24.5312 9.53631 3.65941 252.286 43748.8 1 458183
1.71875 -24.5312 9.53015 4.04321 251.328 43668.8 1 455842
2.03125 -24.5312 9.52037 4.21928 250.211 43579.5 1 452942
2.34375 -24.5312 9.50836 4.14072 248.922 43481.2 1 449631
2.65625 -24.5312 9.49596 3.86841 247.477 43373.2 1 446081
2.96875 -24.5312 9.48338 3.40308 245.791 43252.7 1 442247
3.28125 -24.5312 9.47003 2.74932 243.848 43121.5 1 438116
3.59375 -24.5312 9.45454 1.90573 241.716 42987.6 1 433727
3.90625 -24.5312 9.43757 0.875146 239.468 42851.5 1 429154
4.21875 -24.5312 9.42059 -0.344194 237.041 42711.5 1 424510
4.53125 -24.5312 9.40386 -1.76237 234.45 42571.8 1 419906
4.84375 -24.5312 9.38701 -3.39498 231.76 42436.8 1 415400
5.15625 -24.5312 9.37078 -5.26821 228.905 42305.7 1 411048
5.46875 -24.5312 9.35542 -7.39834 225.948 42180.5 1 406914
5.78125 -24.5312 9.34116 -9.77144 222.871 42062.4 1 403044
6.09375 -24.5312 9.32849 -12.337 219.709 41953.7 1 399534
6.40625 -24.5312 9.31834 -15.0292 216.475 41858.8 1 396559
6.71875 -24.5312 9.31188 -17.7895 213.129 41781.7 1 394315
7.03125 -24.5312 9.30949 -20.5338 209.754 41723.6 1 392861
7.34375 -24.5312 9.31043 -23.1579 206.242 41690 1 392240
7.65625 -24.5312 9.31505 -25.5716 202.746 41668.4 1 392220
7.96875 -24.5312 9.32052 -27.7917 199.159 41651.3 1 392377
8.28125 -24.5312 9.32605 -29.8033 195.551 41636.9 1 392594
8.59375 -24.5312 9.33146 -31.6115 191.918 41624 1 392831
8.90625 -24.5312 9.3365 -33.2401 188.293 41610.7 1 393027
9.21875 -24.5312 9.34119 -34.7051 184.671 41597.4 1 393187
9.53125 -24.5312 9.34391 -36.0906 181.06 41580.2 1 393079
9.84375 -24.5312 9.34446 -37.404 177.47 41552.6 1 392546
10.1562 -24.5312 9.3428 -38.7202 173.917 41512.5 1 391538
10.4688 -24.5312 9.33842 -40.101 170.365 41469.4 1 390213
10.7812 -24.5312 9.33162 -41.56 166.831 41415.4 1 388429
11.0938 -24.5312 9.32242 -43.1454 163.31 41349.3 1 386165
11.4062 -24.5312 9.30951 -44.8698 159.807 41269.7 1 383272
11.7188 -24.5312 9.29221 -46.7427 156.339 41172 1 379588
12.0312 -24.5312 9.26971 -48.7678 152.918 41052 1 374961
12.3438 -24.5312 9.24106 -50.926 149.557 40907.5 1 369261
12.6562 -24.5312 9.21026 -53.0838 146.261 40757.5 1 363263
12.9688 -24.5312 9.18342 -54.9347 143.026 40627.9 1 358079
13.2812 -24.5312 9.16021 -56.5063 139.851 40515.1 1 353593
13.5938 -24.5312 9.13981 -57.8513 136.735 40413.9 1 349617
13.9062 -24.5312 9.12146 -59.0131 133.675 40321.7 1 346025
14.2188 -24.5312 9.10479 -60.0181 130.666 40238.1 1 342771
14.5312 -24.5312 9.08964 -60.8911 127.702 40162.2 1 339821
14.8438 -24.5312 9.07581 -61.6563 124.779 40092.6 1 337126
15.1562 -24.5312 9.06319 -62.3283 121.899 40028.9 1 334668
15.4688 -24.5312 9.05179 -62.9145 119.064 39971.1 1 332445
15.7812 -24.5312 9.04161 -63.4206 116.276 39919.4 1 330459
16.0938 -24.5312 9.03265 -63.8553 113.535 39873.2 1 328700
16.4062 -24.5312 9.02487 -64.2322 110.839 39831.4 1 327140
16.7188 -24.5312 9.01796 -64.5673 108.186 39793.6 1 325740
17.0312 -24.5312 9.01165 -64.8747 105.58 39759.2 1 324466
17.3438 -24.5312 9.00578 -65.1662 103.027 39727.5 1 323288
17.6562 -24.5312 9.00002 -65.4554 100.532 39697.7 1 322161
17.9688 -24.5312 8.99439 -65.7486 98.0983 39668.7 1 321061
18.2812 -24.5312 8.98852 -66.0499 95.7259 39639.7 1 319940
18.5938 -24.5312 8.98215 -66.361 93.4152 39609.6 1 318755
18.9062 -24.5312 8.97518 -66.6852 91.171 39578 1 317483
19.2188 -24.5312 8.96764 -67.0241 89.0029 39544.8 1 316131
19.5312 -24.5312 8.95961 -67.375 86.914 39510.6 1 314713
19.8438 -24.5312 8.95154 -67.7229 84.8883 39476.7 1 313302
20.1562 -24.5312 8.94436 -68.0266 82.8929 39446.7 1 312049
